rack,pos,plant_ID,strain_ID,exp
B3,6,2546,53,4
B3,7,2547,145,4
B3,8,2548,714A,4
B3,9,2549,557,4
B3,10,2550,5,4
B4,1,2551,476,4
B4,2,2552,409,4
B4,3,2553,154,4
B4,4,2554,144A,4
B4,5,2555,9,4
B4,6,2556,525,4
B4,7,2557,42,4
B4,8,2558,C11,4
B4,9,2559,177,4
B4,10,2560,757A,4
B5,1,2561,84,4
B5,2,2562,710A,4
B5,3,2563,89,4
B5,4,2564,238,4
B5,5,2565,530,4
B5,6,2566,710A,4
B5,7,2567,726A,4
B5,8,2568,24,4
B5,9,2569,33,4
B5,10,2570,749B,4
B6,1,2571,41,4
B6,2,2572,717A,4
B6,3,2573,194,4
B6,4,2574,757C,4
B6,5,2575,746A,4
B6,6,2576,82,4
B6,7,2577,533,4
B6,8,2578,733A,4
B6,9,2579,26,4
B6,10,2580,83,4
B7,1,2581,15,4
B7,2,2582,101,4
B7,3,2583,753A,4
B7,4,2584,25B,4
B7,5,2585,67,4
B7,6,2586,281,4
B7,7,2587,121,4
B7,8,2588,525,4
B7,9,2589,761A,4
B7,10,2590,40,4
B8,1,2591,C20,4
B8,2,2592,335,4
B8,3,2593,41,4
B8,4,2594,714B,4
B8,5,2595,248,4
B8,6,2596,758A,4
B8,7,2597,242,4
B8,8,2598,157,4
B8,9,2599,17,4
B8,10,2600,726B,4
B9,1,2601,276,4
B9,2,2602,93,4
B9,3,2603,740A,4
B9,4,2604,43,4
B9,5,2605,701A,4
B9,6,2606,406,4
B9,7,2607,80,4
B9,8,2608,276,4
B9,9,2609,34,4
B9,10,2610,121,4
B10,1,2611,285,4
B10,2,2612,221,4
B10,3,2613,382,4
B10,4,2614,169,4
B10,5,2615,245,4
B10,6,2616,82,4
B10,7,2617,278,4
B10,8,2618,80,4
B10,9,2619,144A,4
B10,10,2620,194,4
B11,1,2621,261,4
B11,2,2622,420,4
B11,3,2623,230,4
B11,4,2624,278,4
B11,5,2625,17,4
B11,6,2626,243B,4
B11,7,2627,722A,4
B11,8,2628,89,4
B11,9,2629,216,4
B11,10,2630,177,4
B12,1,2631,16,4
B12,2,2632,261,4
B12,3,2633,714B,4
B12,4,2634,714B,4
B12,5,2635,533,4
B12,6,2636,72,4
B12,7,2637,246,4
B12,8,2638,749C,4
B12,9,2639,57,4
B12,10,2640,373,4
C1,1,2641,8,4
C1,2,2642,18,4
C1,3,2643,701B,4
C1,4,2644,714A,4
C1,5,2645,192D,4
C1,6,2646,206,4
C1,7,2647,21,4
C1,8,2648,C14,4
C1,9,2649,C19,4
C1,10,2650,530,4
C2,1,2651,710B,4
C2,2,2652,541,4
C2,3,2653,486,4
C2,4,2654,733B,4
C2,5,2655,84,4
C2,6,2656,258,4
C2,7,2657,336,4
C2,8,2658,40,4
C2,9,2659,7A,4
C2,10,2660,39,4
C3,1,2661,259,4
C3,2,2662,192C,4
C3,3,2663,373,4
C3,4,2664,286,4
C3,5,2665,220,4
C3,6,2666,35,4
C3,7,2667,724B,4
C3,8,2668,285,4
C3,9,2669,8,4
C3,10,2670,174,4
C4,1,2671,382,4
C4,2,2672,417,4
C4,3,2673,276,4
C4,4,2674,342,4
C4,5,2675,67,4
C4,6,2676,372,4
C4,7,2677,184,4
C4,8,2678,748B,4
C4,9,2679,25B,4
C4,10,2680,87,4
C5,1,2681,733A,4
C5,2,2682,21,4
C5,3,2683,189,4
C5,4,2684,199,4
C5,5,2685,144A,4
C5,6,2686,281,4
C5,7,2687,92,4
C5,8,2688,192C,4
C5,9,2689,278,4
C5,10,2690,722A,4
C6,1,2691,169,4
C6,2,2692,303,4
C6,3,2693,16,4
C6,4,2694,524,4
C6,5,2695,325,4
C6,6,2696,259,4
C6,7,2697,313,4
C6,8,2698,90B,4
C6,9,2699,10,4
C6,10,2700,6B,4
C7,1,2701,283,4
C7,2,2702,146,4
C7,3,2703,219,4
C7,4,2704,C10,4
C7,5,2705,62,4
C7,6,2706,318,4
C7,7,2707,146,4
C7,8,2708,71,4
C7,9,2709,184,4
C7,10,2710,762A,4
C8,1,2711,7B,4
C8,2,2712,373,4
C8,3,2713,24,4
C8,4,2714,121,4
C8,5,2715,148B,4
C8,6,2716,5,4
C8,7,2717,182,4
C8,8,2718,724B,4
C8,9,2719,358,4
C8,10,2720,335,4
C9,1,2721,7A,4
C9,2,2722,10,4
C9,3,2723,36,4
C9,4,2724,90B,4
C9,5,2725,421,4
C9,6,2726,285,4
C9,7,2727,755A,4
C9,8,2728,386,4
C9,9,2729,258,4
C9,10,2730,158A,4
C10,1,2731,36,4
C10,2,2732,318,4
C10,3,2733,710B,4
C10,4,2734,18,4
C10,5,2735,183,4
C10,6,2736,230,4
C10,7,2737,216,4
C10,8,2738,148A,4
C10,9,2739,417,4
C10,10,2740,71,4
C11,1,2741,277,4
C11,2,2742,498,4
C11,3,2743,247,4
C11,4,2744,209,4
C11,5,2745,54,4
C11,6,2746,88,4
C11,7,2747,238,4
C11,8,2748,384,4
C11,9,2749,513,4
C11,10,2750,336,4
C12,1,2751,739A,4
C12,2,2752,231,4
C12,3,2753,27,4
C12,4,2754,726A,4
C12,5,2755,386,4
C12,6,2756,85,4
C12,7,2757,722B,4
C12,8,2758,762A,4
C12,9,2759,498,4
C12,10,2760,753B,4
D1,1,2761,313,4
D1,2,2762,200,4
D1,3,2763,57,4
D1,4,2764,753A,4
D1,5,2765,141,4
D1,6,2766,243B,4
D1,7,2767,215,4
D1,8,2768,27,4
D1,9,2769,740A,4
D1,10,2770,420,4
D2,1,2771,157,4
D2,2,2772,62,4
D2,3,2773,748A,4
D2,4,2774,191,4
D2,5,2775,733A,4
D2,6,2776,225,4
D2,7,2777,540,4
D2,8,2778,176A,4
D2,9,2779,702A,4
D2,10,2780,749B,4
D3,1,2781,701B,4
D3,2,2782,67,4
D3,3,2783,243A,4
D3,4,2784,539,4
D3,5,2785,57,4
D3,6,2786,73,4
D3,7,2787,714A,4
D3,8,2788,26,4
D3,9,2789,C6,4
D3,10,2790,282,4
D4,1,2791,342,4
D4,2,2792,73,4
D4,3,2793,89,4
D4,4,2794,409,4
D4,5,2795,220,4
D4,6,2796,282,4
D4,7,2797,C17,4
D4,8,2798,7B,4
D4,9,2799,154,4
D4,10,2800,39,4
D5,1,2801,141,4
D5,2,2802,258,4
D5,3,2803,761A,4
D5,4,2804,158B,4
D5,5,2805,183,4
D5,6,2806,526,4
D5,7,2807,247,4
D5,8,2808,145,4
D5,9,2809,525,4
D5,10,2810,757C,4
D6,1,2811,726B,4
D6,2,2812,15,4
D6,3,2813,710A,4
D6,4,2814,39,4
D6,5,2815,539,4
D6,6,2816,318,4
D6,7,2817,382,4
D6,8,2818,513,4
D6,9,2819,242,4
D6,10,2820,54,4
D7,1,2821,739A,4
D7,2,2822,144B,4
D7,3,2823,406,4
D7,4,2824,231,4
D7,5,2825,38,4
D7,6,2826,755A,4
D7,7,2827,498,4
D7,8,2828,7B,4
D7,9,2829,194,4
D7,10,2830,169,4
D8,1,2831,85,4
D8,2,2832,702A,4
D8,3,2833,101,4
D8,4,2834,533,4
D8,5,2835,69,4
D8,6,2836,62,4
D8,7,2837,9,4
D8,8,2838,174,4
D8,9,2839,142,4
D8,10,2840,526,4
D9,1,2841,317,4
D9,2,2842,319,4
D9,3,2843,72,4
D9,4,2844,97,4
D9,5,2845,220,4
D9,6,2846,722A,4
D9,7,2847,384,4
D9,8,2848,90A,4
D9,9,2849,142,4
D9,10,2850,79,4
D10,1,2851,46,4
D10,2,2852,277,4
D10,3,2853,79,4
D10,4,2854,724B,4
D10,5,2855,192C,4
D10,6,2856,522,4
D10,7,2857,753B,4
D10,8,2858,209,4
D10,9,2859,59,4
D10,10,2860,322,4
D11,1,2861,726A,4
D11,2,2862,733B,4
D11,3,2863,335,4
D11,4,2864,755A,4
D11,5,2865,762A,4
D11,6,2866,717A,4
D11,7,2867,522,4
D11,8,2868,320,4
D11,9,2869,200,4
D11,10,2870,476,4
D12,1,2871,73,4
D12,2,2872,32,4
D12,3,2873,17,4
D12,4,2874,524,4
D12,5,2875,78,4
D12,6,2876,342,4
D12,7,2877,114,4
D12,8,2878,325,4
D12,9,2879,204,4
D12,10,2880,246,4
E1,1,2881,204,4
E1,2,2882,303,4
E1,3,2883,33,4
E1,4,2884,209,4
E1,5,2885,701B,4
E1,6,2886,204,4
E1,7,2887,31,4
E1,8,2888,192D,4
E1,9,2889,158A,4
E1,10,2890,6B,4
E2,1,2891,40,4
E2,2,2892,148A,4
E2,3,2893,41,4
E2,4,2894,761A,4
E2,5,2895,176B,4
E2,6,2896,710A,4
E2,7,2897,154,4
E2,8,2898,36,4
E2,9,2899,523,4
E2,10,2900,524,4
E3,1,2901,123,4
E3,2,2902,286,4
E3,3,2903,54,4
E3,4,2904,281,4
E3,5,2905,174,4
E3,6,2906,748B,4
E3,7,2907,219,4
E3,8,2908,201,4
E3,9,2909,422,4
E3,10,2910,141,4
E4,1,2911,46,4
E4,2,2912,83,4
E4,3,2913,59,4
E4,4,2914,749A,4
E4,5,2915,31,4
E4,6,2916,710B,4
E4,7,2917,79,4
E4,8,2918,248,4
E4,9,2919,21,4
E4,10,2920,14,4
E5,1,2921,740A,4
E5,2,2922,18,4
E5,3,2923,724A,4
E5,4,2924,92,4
E5,5,2925,225,4
E5,6,2926,C15,4
E5,7,2927,215,4
E5,8,2928,83,4
E5,9,2929,358,4
E5,10,2930,117B,4
E6,1,2931,C7,4
E6,2,2932,277,4
E6,3,2933,33,4
E6,4,2934,540,4
E6,5,2935,283,4
E6,6,2936,422,4
E6,7,2937,8,4
E6,8,2938,755B,4
E6,9,2939,145,4
E6,10,2940,757A,4
E7,1,2941,C8,4
E7,2,2942,513,4
E7,3,2943,245,4
E7,4,2944,372,4
E7,5,2945,243B,4
E7,6,2946,746A,4
E7,7,2947,48,4
E7,8,2948,322,4
E7,9,2949,209,4
E7,10,2950,35,4
E8,1,2951,6A,4
E8,2,2952,25A,4
E8,3,2953,148B,4
E8,4,2954,421,4
E8,5,2955,749C,4
E8,6,2956,34,4
E8,7,2957,421,4
E8,8,2958,117B,4
E8,9,2959,48,4
E8,10,2960,35,4
E9,1,2961,189,4
E9,2,2962,7B,4
E9,3,2963,283,4
E9,4,2964,184,4
E9,5,2965,53,4
E9,6,2966,486,4
E9,7,2967,277,4
E9,8,2968,66,4
E9,9,2969,144B,4
E9,10,2970,386,4
E10,1,2971,540,4
E10,2,2972,523,4
E10,3,2973,201,4
E10,4,2974,9,4
E10,5,2975,183,4
E10,6,2976,69,4
E10,7,2977,54,4
E10,8,2978,384,4
E10,9,2979,753B,4
E10,10,2980,16,4
E11,1,2981,10,4
E11,2,2982,114,4
E11,3,2983,541,4
E11,4,2984,C1,4
E11,5,2985,282,4
E11,6,2986,86,4
E11,7,2987,757A,4
E11,8,2988,206,4
E11,9,2989,205,4
E11,10,2990,C5,4
E12,1,2991,53,4
E12,2,2992,417,4
E12,3,2993,286,4
E12,4,2994,25B,4
E12,5,2995,14,4
E12,6,2996,48,4
E12,7,2997,476,4
E12,8,2998,71,4
E12,9,2999,90B,4
E12,10,3000,701A,4
F1,1,3001,508,4
F1,2,3002,724A,4
F1,3,3003,86,4
F1,4,3004,259,4
F1,5,3005,319,4
F1,6,3006,78,4
F1,7,3007,82,4
F1,8,3008,320,4
F1,9,3009,740A,4
F1,10,3010,522,4
F2,1,3011,7A,4
F2,2,3012,420,4
F2,3,3013,25A,4
F2,4,3014,757A,4
F2,5,3015,43,4
F2,6,3016,748A,4
F2,7,3017,714B,4
F2,8,3018,320,4
F2,9,3019,46,4
F2,10,3020,189,4
F3,1,3021,101,4
F3,2,3022,C16,4
F3,3,3023,726B,4
F3,4,3024,702A,4
F3,5,3025,749C,4
F3,6,3026,386,4
F3,7,3027,530,4
F3,8,3028,206,4
F3,9,3029,192D,4
F3,10,3030,749A,4
F4,1,3031,148A,4
F4,2,3032,176B,4
F4,3,3033,539,4
F4,4,3034,93,4
F4,5,3035,25A,4
F4,6,3036,177,4
F4,7,3037,746B,4
F4,8,3038,739A,4
F4,9,3039,92,4
F4,10,3040,242,4
F5,1,3041,221,4
F5,2,3042,755B,4
F5,3,3043,148B,4
F5,4,3044,373,4
F5,5,3045,199,4
F5,6,3046,724B,4
F5,7,3047,476,4
F5,8,3048,724B,4
F5,9,3049,753B,4
F5,10,3050,701A,4
F6,1,3051,282,4
F6,2,3052,724B,4
F6,3,3053,701A,4
F6,4,3054,753B,4
F6,5,3055,476,4
F6,6,3056,282,4
F6,7,3057,476,4
F6,8,3058,757A,4
F6,9,3059,757A,4
F6,10,3060,753B,4
F7,1,3061,282,4
F7,2,3062,701A,4
EC1,1,ext. control,EC1,4
EC1,10,ext. control,EC10,4
EC2,1,ext. control,EC11,4
EC2,2,ext. control,EC12,4
EC2,3,ext. control,EC13,4
EC2,4,ext. control,EC14,4
EC2,5,ext. control,EC15,4
EC2,6,ext. control,EC16,4
EC2,7,ext. control,EC17,4
EC2,8,ext. control,EC18,4
EC2,9,ext. control,EC19,4
EC1,2,ext. control,EC2,4
EC2,10,ext. control,EC20,4
EC1,3,ext. control,EC3,4
EC1,4,ext. control,EC4,4
EC1,5,ext. control,EC5,4
EC1,6,ext. control,EC6,4
EC1,7,ext. control,EC7,4
EC1,8,ext. control,EC8,4
EC1,9,ext. control,EC9,4
